TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2020M05,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,23",
2020M06,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,36",
2020M07,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,2",
2020M08,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,09",
2020M09,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,56",
2020M10,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,84",
2020M11,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,87",
2020M12,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,38",
2021M01,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,39",
2021M02,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,8",
2021M03,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,56",
2021M04,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,22",
2021M05,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,22",
2021M06,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,81",
2021M07,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,33",
2021M08,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,29",
2021M09,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,39",
2021M10,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,67",
2021M11,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,24",
2021M12,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,4",
2022M01,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"121,87",
2022M02,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"123,86",
2022M03,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"126,06",
2022M04,Slovakia,"Index, 2015=100",Harmonised index of consumer prices,Food,"129,37",
2015M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,87",
2015M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,73",
2015M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,83",
2015M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,49",
2015M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,19",
2015M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,94",
2015M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,62",
2015M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,61",
2015M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,71",
2015M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,72",
2015M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,17",
2015M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,12",
2016M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,8",
2016M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,47",
2016M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2016M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,91",
2016M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,61",
2016M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,4",
2016M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,89",
2016M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,29",
2016M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,26",
2016M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,42",
2016M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,29",
2016M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2017M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,98",
2017M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,62",
2017M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,49",
2017M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,7",
2017M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,21",
2017M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,03",
2017M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,97",
2017M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,87",
2017M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,46",
2017M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,78",
2017M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,84",
2017M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,15",
2018M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,51",
2018M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,97",
2018M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,21",
2018M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,53",
2018M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,83",
2018M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2018M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,2",
2018M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,86",
2018M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2018M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,67",
2018M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,11",
2018M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,46",
2019M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,59",
2019M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,07",
2019M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,07",
2019M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2019M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,19",
2019M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,66",
2019M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,88",
2019M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,66",
2019M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,66",
2019M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,87",
2019M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,25",
2019M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,27",
2020M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,38",
2020M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,18",
2020M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,63",
2020M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,38",
2020M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,35",
2020M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,78",
2020M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,39",
2020M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,98",
2020M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,26",
2020M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,16",
2020M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,19",
2020M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,94",
2021M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,27",
2021M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,67",
2021M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,97",
2021M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,103,
2021M05,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,6",
2021M06,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,16",
2021M07,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,13",
2021M08,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,32",
2021M09,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,39",
2021M10,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,78",
2021M11,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,33",
2021M12,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,31",
2022M01,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,77",
2022M02,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2022M03,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,17",
2022M04,Finland,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,24",
2015M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,17",
2015M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,89",
2015M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,93",
2015M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,58",
2015M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,28",
2015M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,94",
2015M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2015M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,93",
2015M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,68",
2015M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,92",
2015M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,62",
2015M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2016M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,63",
2016M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,1",
2016M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,58",
2016M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,58",
2016M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,64",
2016M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,79",
2016M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,102,
2016M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,67",
2016M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,79",
2016M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,37",
2016M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,1",
2016M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,98",
2017M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,23",
2017M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,96",
2017M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,85",
2017M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,86",
2017M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,91",
2017M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,95",
2017M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,94",
2017M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,94",
2017M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,57",
2017M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,82",
2017M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,93",
2017M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,03",
2018M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,92",
2018M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,06",
2018M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,21",
2018M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,67",
2018M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,61",
2018M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,85",
2018M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,05",
2018M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,62",
2018M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,12",
2018M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,61",
2018M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,46",
2018M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,29",
2019M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,9",
2019M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,3",
2019M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,99",
2019M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,99",
2019M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,92",
2019M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,21",
2019M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,39",
2019M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,34",
2019M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,08",
2019M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,56",
2019M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,79",
2019M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,07",
2020M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,39",
2020M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,75",
2020M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,59",
2020M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,67",
2020M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,14",
2020M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,02",
2020M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,97",
2020M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,34",
2020M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,04",
2020M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,99",
2020M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,84",
2020M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,97",
2021M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,31",
2021M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,86",
2021M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,49",
2021M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,84",
2021M05,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,89",
2021M06,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,67",
2021M07,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,51",
2021M08,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,8",
2021M09,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,81",
2021M10,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,23",
2021M11,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,82",
2021M12,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,88",
2022M01,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,65",
2022M02,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,2",
2022M03,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,02",
2022M04,Sweden,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,36",
2015M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,52",
2015M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,83",
2015M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,75",
2015M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,64",
2015M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,75",
2015M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,65",
2015M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,24",
2015M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,54",
2015M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,31",
2015M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,56",
2015M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,21",
2016M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,73",
2016M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,67",
2016M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,82",
2016M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,19",
2016M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,62",
2016M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,17",
2016M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,12",
2016M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,55",
2016M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,43",
2016M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,34",
2016M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,63",
2016M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,17",
2017M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,25",
2017M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,45",
2017M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,42",
2017M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,79",
2017M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,89",
2017M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,82",
2017M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,95",
2017M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,67",
2017M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,52",
2017M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,23",
2017M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,45",
2017M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,94",
2018M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2018M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,36",
2018M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,52",
2018M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2018M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,28",
2018M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,63",
2018M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,54",
2018M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,1",
2018M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,36",
2018M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,2",
2018M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,47",
2018M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,59",
2019M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,23",
2019M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,74",
2019M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,63",
2019M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,51",
2019M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,2",
2019M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,7",
2019M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,31",
2019M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,85",
2019M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,58",
2019M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,71",
2019M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,05",
2019M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,59",
2020M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,53",
2020M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,64",
2020M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,05",
2020M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,55",
2020M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,28",
2020M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,33",
2020M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,8",
2020M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,33",
2020M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,46",
2020M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,65",
2020M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,44",
2020M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,06",
2021M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,68",
2021M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,65",
2021M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,69",
2021M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,17",
2021M05,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,78",
2021M06,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,59",
2021M07,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,85",
2021M08,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,09",
2021M09,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,61",
2021M10,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,14",
2021M11,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,31",
2021M12,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,29",
2022M01,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,77",
2022M02,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,75",
2022M03,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,48",
2022M04,Iceland,"Index, 2015=100",Harmonised index of consumer prices,Food,"121,05",
2015M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,5",
2015M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2015M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,5",
2015M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,1",
2015M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,8",
2015M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2015M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,5",
2015M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2015M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,102,
2015M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,8",
2015M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2015M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,8",
2016M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,9",
2016M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,5",
2016M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,1",
2016M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,3",
2016M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,4",
2016M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,5",
2016M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,4",
2016M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,105,
2016M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,4",
2016M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,4",
2016M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2017M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,6",
2017M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,102,
2017M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2017M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2017M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,6",
2017M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,7",
2017M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,5",
2017M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,9",
2017M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,3",
2017M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,4",
2017M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,2",
2017M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,101,
2018M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,1",
2018M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,1",
2018M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,103,
2018M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,2",
2018M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,8",
2018M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,9",
2018M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,8",
2018M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,2",
2018M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,7",
2018M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,7",
2018M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,4",
